Unnamed: 0,contract,category,clause_text,word_count
8972,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT,Anti-Assignment,"The Managing Group          may  decide  that the  assigning  Party  will not  remain  jointly  and          severally  liable  with  the  assignee  for  the  performance  of  this          Agreement for the duration of the Agreement provided that the assigning          Party will give  notice to the other  Parties in a timely  manner,  and          provided  that  the  assignee  agrees  in  writing  to be  bound by the          provisions of this Agreement.",64
3082,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Non-Transferable License,"1.1 Grant of License.   1.1.1 WCC grants a limited, non-exclusive license to XLI to use the West Coast Customs name, image, likeness and signature, including specific West Coast Customs Trademarks (including West Coast Customs logo trademarks and approved West Coast Customs vehicle imagery and trademarks) (collectively the ""Trademarks"") during the term of this Agreement in connection with national, regional or local print advertising, together with Internet, television, video and on-site event advertising, only in connection with the PROMOTION, subject to all of the terms and conditions hereof.",87
11641,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Insurance,"Sabco shall provide at its expense and maintain throughout           --------- the term of this Agreement and any option period spectator liability insurance  in an amount not less than $1 million single limit coverage with respect to any  liability relating to the activities of Sabco in the performance of this  Agreement.  Sabco shall, within 90 days of the execution of this Agreement,  supply Prolong with a copy of such policy of insurance or a certificate thereof, and such policies shall be cancelable only upon 10 days written notice to  Prolong.",89
11841,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,Insurance,Operator shall  have its insurer(s) waive its right of subrogation against Owner Indemnified Parties on all insurance carried.,18
12889,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Expiration Date,"XIMAGE's obligations hereunder shall become effective upon the      ""Effective Date"" and, unless sooner terminated as provided herein, shall      remain in full force and effect for at least one year thereafter.",30
10487,KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,Notice Period To Terminate Renewal,"Following the Initial Term, the Agreement shall automatically be renewed for additional periods of **** (each, a ""Renewal Term,"" and, together with the Initial Term, the ""Term"")), unless a Party provides written notification of non-renewal to the other Party at least **** of the Initial Term or a Renewal Term.",50
11544,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT",Uncapped Liability,"EXCEPT TO THE EXTENT ARISING (A) FROM A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), (B) [REDACTED] (E) FROM A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (F) IN CONNECTION WITH A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS, INDIRECT, SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, HOWEVER CAUSED AND ON",79
8888,BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT,Audit Rights,"(f) meet with the Company at least once each quarter (starting with       the quarter in which the Agent Launch Date occurs), at a mutually       agreeable time and place to discuss and review the Agent's activities       hereunder, at which meeting the Agent will make available to the Company       information concerning the Agent's sale and marketing of the Products in       the Territory during the quarter and year-to-date, such information to       include details of sales efforts, Product sales volume and such other       information as may be mutually agreed upon in each Business Plan;",90
8039,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,Post-Termination Services,"Throughout the Term, and thereafter to the extent relevant to calculations necessary for periods prior to the end of the Term and subject to any confidentiality obligation owed to any third party and/or any restrictions on the disclosure of information which may be subject to intellectual property rights restricting disclosure:

(a) Owner shall grant Operator access to all data relating to the electricity production of each Bloom System, it being understood that it is Operator's responsibility to determine the performance of the Bloom System, and any other calculations as required under this Agreement, and that it is Owner's responsibility to handle all accounting and invoicing activities; and

(b) Owner shall allow Operator access to all data from all Facility Meters.",120
4129,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Insurance,"NETGEAR, at its expense, agrees to maintain insurance coverage to protect against its liabilities under the Agreement in an amount no less than is reasonable or required by applicable statute.",30
13747,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,Exclusivity,"Depomed agrees to grant and hereby grants to King an exclusive option (exercisable at King's sole discretion by providing written notice of intent at any time, but in no event later than 180 days after the Effective Date) to obtain an exclusive license in the Territory to certain of Depomed's proprietary drug delivery technology in combination with both metformin hydrochloride and any other active pharmaceutical ingredients (a ""Combination Product License"").",70
6321,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,Unlimited/All-You-Can-Eat-License,"one-offs, for unlimited runs for the License Term through ConvergTV channels and/or other distribution outlets, in accordance with the License Rights.",21
2503,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,License Grant,"Each party hereby grants to the other a non-exclusive, limited                   license to use its trademarks, service marks or trade names                   only as specifically described in this Agreement.",27
4833,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",No-Solicit Of Employees,"During the Term and any renewal terms of the Agreement, and for a period of one (1) year following the expiration or earlier termination thereof, Customer shall not, whether for its own account or for the account of any other person or entity, interfere with the relationship of Kubient with, or endeavor to entice away from Kubient, any person or entity who was or is a an employee or Third-Party of Kubient.",72
5319,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",Competitive Restriction Exception,Notwithstanding the foregoing Nantz shall be permitted to wear a Lynx hat or clothing logo when performing promotional services for Lynx and to use Lynx equipment when performing any promotional services for the Company in which equipment will be used.,40
5154,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",License Grant,"RemainCo shall have, and SpinCo hereby grants to RemainCo, an unlimited, non-exclusive, perpetual, irrevocable, royalty free, worldwide right and license to use the content contained in the Steam Book, including the current edition and any past edition and any future edition to which RemainCo makes a contribution, for any purpose, including, without limitation, to reproduce, publicly display, modify, make derivative works, distribute, publicly perform and distribute for RemainCo's internal business purposes, including in connection with customer related activities, provided, however, that RemainCo shall (i) not use any non-nuclear content contained in the Steam Book in connection with publishing or distributing a publication which competes with the Steam Book and (ii) provide attribution and accreditation using a copyright notice having the format required by law in connection with the use of any protectable expression of the non-nuclear content contained in the Steam Book.",142
11278,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Change Of Control,"Subject to the foregoing, this Agreement shall be binding upon and inure to the benefit of the Parties hereto and their respective permitted successors and assigns; provided, however, Calm may, without the prior written consent of XSPA, assign or otherwise transfer its rights and obligations to an affiliate of Calm or the acquirer of all or substantially all of the assets of Calm; provided, however, that the prior written consent of XSPA shall be required in connection with the assignment to an acquirer of all or substantially all of the assets of Calm if such acquirer's primary business is an airport-based provider of spa services.",105
7221,"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT",Renewal Term,"The terms of this Agreement shall be one year from the effective date and will be automatically renewed on each anniversary of the effective date, for a renewal term of one year unless either party provides written notification of its intention not to renew this Agreement at least one month prior to the expiration of the initial or any renewal terms.",61
7130,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Change Of Control,RevMed shall pay Sanofi such royalties until the earlier of (x) expiration of the Post-Termination Royalty Term therefor and (y) a Change of Control of Sanofi.,26
